customer_id,customer_name,email,phone,age,gender,acquisition_date,last_purchase_date,purchase_count,total_spent,product_category,acquisition_channel,city,customer_rating,customer_age_days,days_since_last_purchase,avg_order_value,recency_score,frequency_score,monetary_score,rfm_score,customer_segment,churned
CUST01197,Customer 1197,customer1197@email.com,9850151803,69,Male,2024-03-14,2025-10-12,49,8148.23,Electronics,Referral,Bangalore,4.7,725,148,166.29040816326528,1,4,4,144,At Risk,1
CUST01198,Customer 1198,customer1198@email.com,9895756900,32,Male,2026-01-24,2025-12-04,49,4999.83,Sports,Organic,Mumbai,3.2,44,95,102.03734693877551,2,4,2,242,At Risk,1
CUST01199,Customer 1199,customer1199@email.com,9866949781,64,Male,2025-01-31,2026-03-04,2,9947.43,Books,Paid Ads,Delhi,1.4,402,5,4973.715,4,1,4,414,Potential Loyalists,0
CUST01200,Customer 1200,customer1200@email.com,9843567615,46,Male,2025-04-04,2025-12-20,31,4625.49,Fashion,Referral,Kolkata,3.8,339,79,149.20935483870966,3,3,2,332,Champions,0
CUST01201,Customer 1201,customer1201@email.com,9871315464,50,Female,2024-09-11,2026-02-05,25,773.2,Electronics,Referral,Chennai,4.4,544,32,30.928,4,2,1,421,Potential Loyalists,0
CUST01202,Customer 1202,customer1202@email.com,9850550084,69,Male,2024-09-14,2025-09-23,4,6857.52,Electronics,Referral,Chennai,2.8,541,167,1714.38,1,1,3,113,Lost,1
CUST01203,Customer 1203,customer1203@email.com,9836738452,47,Male,2024-10-29,2025-11-23,11,561.75,Books,Email,Delhi,2.0,496,106,51.06818181818182,2,1,1,211,Lost,1
CUST01204,Customer 1204,customer1204@email.com,9861632653,56,Female,2024-12-14,2025-12-08,17,2579.97,Books,Paid Ads,Mumbai,4.2,450,91,151.76294117647058,2,2,1,221,Lost,1
CUST01205,Customer 1205,customer1205@email.com,9874855088,44,Male,2025-02-12,2025-10-21,44,3602.01,Books,Social Media,Delhi,3.2,390,139,81.86386363636365,1,4,2,142,At Risk,1
CUST01206,Customer 1206,customer1206@email.com,9824314759,53,Male,2024-11-28,2025-10-26,2,7420.89,Home,Email,Bangalore,1.8,466,134,3710.445,2,1,3,213,Lost,1
CUST01207,Customer 1207,customer1207@email.com,9841837210,46,Female,2025-03-01,2026-02-07,6,4992.94,Fashion,Email,Pune,4.8,373,30,832.1566666666666,4,1,2,412,Potential Loyalists,0
CUST01208,Customer 1208,customer1208@email.com,9861185849,55,Male,2025-08-11,2025-11-11,9,383.59,Fashion,Referral,Chennai,4.8,210,118,42.621111111111105,2,1,1,211,Lost,1
CUST01209,Customer 1209,customer1209@email.com,9886762164,50,Male,2024-11-26,2025-12-03,5,6206.81,Books,Email,Pune,2.5,468,96,1241.362,2,1,3,213,Lost,1
CUST01210,Customer 1210,customer1210@email.com,9858178682,54,Male,2025-08-10,2025-10-18,20,4173.22,Home,Social Media,Pune,1.3,211,142,208.661,1,2,2,122,Lost,1
CUST01211,Customer 1211,customer1211@email.com,9887149951,44,Male,2024-06-08,2026-01-26,29,9226.16,Books,Email,Pune,3.5,639,42,318.14344827586206,4,3,4,434,Champions,0
CUST01212,Customer 1212,customer1212@email.com,9849711319,50,Female,2024-08-01,2025-11-17,21,5045.67,Books,Email,Pune,2.3,585,112,240.27,2,2,2,222,Lost,1
CUST01213,Customer 1213,customer1213@email.com,9849625201,21,Male,2025-01-13,2025-12-26,9,7118.85,Fashion,Referral,Bangalore,1.3,420,73,790.9833333333333,3,1,3,313,Potential Loyalists,0
CUST01214,Customer 1214,customer1214@email.com,9812944682,39,Female,2024-04-03,2025-09-13,28,2266.8,Home,Paid Ads,Chennai,4.6,705,177,80.95714285714287,1,3,1,131,At Risk,1
CUST01215,Customer 1215,customer1215@email.com,9898346110,19,Male,2024-03-13,2025-11-17,8,7633.64,Fashion,Social Media,Pune,5.0,726,112,954.205,2,1,4,214,Lost,1
CUST01216,Customer 1216,customer1216@email.com,9863124147,27,Female,2024-04-29,2025-12-26,31,7237.46,Books,Referral,Chennai,2.4,679,73,233.46645161290323,3,3,3,333,Champions,0
CUST01217,Customer 1217,customer1217@email.com,9846840133,22,Female,2024-05-13,2026-02-11,20,9050.41,Sports,Email,Pune,4.0,665,26,452.52049999999997,4,2,4,424,Potential Loyalists,0
CUST01218,Customer 1218,customer1218@email.com,9811086890,27,Female,2025-11-10,2026-02-10,27,434.83,Electronics,Social Media,Bangalore,1.3,119,27,16.104814814814816,4,3,1,431,Champions,0
CUST01219,Customer 1219,customer1219@email.com,9885957706,50,Male,2025-11-08,2025-09-23,8,4530.26,Books,Organic,Delhi,2.5,121,167,566.2825,1,1,2,112,Lost,1
CUST01220,Customer 1220,customer1220@email.com,9816582607,55,Male,2026-01-22,2025-10-02,21,6823.64,Home,Email,Pune,1.4,46,158,324.9352380952381,1,2,3,123,Lost,1
CUST01221,Customer 1221,customer1221@email.com,9891390501,30,Male,2024-12-13,2026-02-10,28,1042.12,Sports,Paid Ads,Kolkata,1.2,451,27,37.21857142857142,4,3,1,431,Champions,0
CUST01222,Customer 1222,customer1222@email.com,9876669607,48,Female,2024-09-17,2025-09-30,23,4164.98,Home,Email,Kolkata,3.4,538,160,181.0860869565217,1,2,2,122,Lost,1
CUST01223,Customer 1223,customer1223@email.com,9848412328,64,Male,2024-07-30,2026-02-11,6,9427.25,Books,Paid Ads,Delhi,4.2,587,26,1571.2083333333333,4,1,4,414,Potential Loyalists,0
CUST01224,Customer 1224,customer1224@email.com,9840885967,53,Male,2024-04-30,2025-11-15,3,4415.75,Books,Organic,Mumbai,2.8,678,114,1471.9166666666667,2,1,2,212,Lost,1
CUST01225,Customer 1225,customer1225@email.com,9891478884,62,Male,2024-09-10,2025-10-11,5,9855.51,Electronics,Referral,Delhi,3.1,545,149,1971.102,1,1,4,114,Lost,1
CUST01226,Customer 1226,customer1226@email.com,9857287718,41,Male,2026-01-05,2025-09-19,9,662.71,Home,Referral,Delhi,2.1,63,171,73.63444444444445,1,1,1,111,Lost,1
CUST01227,Customer 1227,customer1227@email.com,9839394291,69,Female,2025-04-17,2025-11-21,7,7206.51,Sports,Referral,Delhi,3.9,326,108,1029.5014285714285,2,1,3,213,Lost,1
CUST01228,Customer 1228,customer1228@email.com,9895445405,32,Female,2025-07-06,2026-01-10,4,5852.06,Electronics,Social Media,Kolkata,2.4,246,58,1463.015,3,1,3,313,Potential Loyalists,0
CUST01229,Customer 1229,customer1229@email.com,9835519083,46,Male,2024-10-30,2025-10-18,39,5055.34,Home,Paid Ads,Chennai,1.3,495,142,129.62410256410257,1,4,2,142,At Risk,1
CUST01230,Customer 1230,customer1230@email.com,9893334601,25,Male,2025-01-13,2026-02-07,5,9711.39,Books,Email,Mumbai,1.7,420,30,1942.2779999999998,4,1,4,414,Potential Loyalists,0
CUST01231,Customer 1231,customer1231@email.com,9843638559,22,Male,2025-07-22,2025-11-08,11,1383.54,Electronics,Social Media,Mumbai,1.5,230,121,125.77636363636363,2,1,1,211,Lost,1
CUST01232,Customer 1232,customer1232@email.com,9898473848,46,Female,2025-10-03,2025-12-09,15,8970.39,Books,Social Media,Mumbai,2.7,157,90,598.026,2,2,4,224,Lost,0
CUST01233,Customer 1233,customer1233@email.com,9828358198,64,Male,2024-10-20,2025-11-23,34,6943.28,Fashion,Email,Bangalore,1.3,505,106,204.21411764705883,2,3,3,233,At Risk,1
CUST01234,Customer 1234,customer1234@email.com,9894322033,21,Female,2024-04-18,2025-11-27,13,2664.06,Fashion,Organic,Pune,4.2,690,102,204.9276923076923,2,1,2,212,Lost,1
CUST01235,Customer 1235,customer1235@email.com,9823041121,29,Female,2026-01-31,2025-12-03,48,9026.52,Electronics,Referral,Delhi,4.6,37,96,188.0525,2,4,4,244,At Risk,1
CUST01236,Customer 1236,customer1236@email.com,9894216001,62,Male,2025-06-23,2025-10-30,7,4350.02,Electronics,Organic,Chennai,2.0,259,130,621.4314285714287,2,1,2,212,Lost,1
CUST01237,Customer 1237,customer1237@email.com,9896750368,19,Male,2025-04-23,2025-12-30,40,8160.85,Home,Organic,Chennai,2.9,320,69,204.02125,3,4,4,344,Champions,0
CUST01238,Customer 1238,customer1238@email.com,9815291208,44,Male,2024-04-04,2025-12-31,6,3949.48,Sports,Referral,Bangalore,3.1,704,68,658.2466666666667,3,1,2,312,Potential Loyalists,0
CUST01239,Customer 1239,customer1239@email.com,9851464269,48,Female,2025-03-30,2025-11-22,39,8524.22,Sports,Organic,Kolkata,4.9,344,107,218.56974358974358,2,4,4,244,At Risk,1
CUST01240,Customer 1240,customer1240@email.com,9869166287,68,Female,2024-03-20,2026-01-06,30,6402.63,Fashion,Social Media,Bangalore,1.3,719,62,213.421,3,3,3,333,Champions,0
CUST01241,Customer 1241,customer1241@email.com,9814478111,68,Male,2026-02-03,2025-11-22,22,1496.36,Fashion,Email,Bangalore,3.7,34,107,68.01636363636364,2,2,1,221,Lost,1
CUST01242,Customer 1242,customer1242@email.com,9887789079,53,Female,2026-01-05,2026-03-05,25,6531.67,Fashion,Social Media,Delhi,2.4,63,4,261.2668,4,2,3,423,Potential Loyalists,0
CUST01243,Customer 1243,customer1243@email.com,9858970845,53,Male,2026-01-12,2026-01-28,28,1994.31,Books,Social Media,Kolkata,3.0,56,40,71.22535714285713,4,3,1,431,Champions,0
CUST01244,Customer 1244,customer1244@email.com,9827637794,43,Male,2025-01-20,2025-10-27,20,4178.03,Sports,Paid Ads,Pune,1.9,413,133,208.9015,2,2,2,222,Lost,1
CUST01245,Customer 1245,customer1245@email.com,9822097496,60,Female,2024-06-03,2025-12-17,39,1785.93,Electronics,Referral,Pune,1.6,644,82,45.793076923076924,3,4,1,341,Champions,0
CUST01246,Customer 1246,customer1246@email.com,9849609054,44,Female,2025-03-01,2026-01-24,3,317.96,Fashion,Referral,Bangalore,2.0,373,44,105.98666666666666,4,1,1,411,Potential Loyalists,0
CUST01247,Customer 1247,customer1247@email.com,9853851498,22,Female,2024-07-02,2025-11-18,5,2197.68,Home,Social Media,Pune,1.3,615,111,439.53599999999994,2,1,1,211,Lost,1
CUST01248,Customer 1248,customer1248@email.com,9865767881,37,Female,2025-06-05,2025-10-17,1,5410.08,Electronics,Referral,Chennai,2.1,277,143,5410.08,1,1,3,113,Lost,1
CUST01249,Customer 1249,customer1249@email.com,9833574011,28,Male,2025-01-03,2026-01-18,15,4867.45,Electronics,Paid Ads,Delhi,3.8,430,50,324.49666666666667,3,2,2,322,Potential Loyalists,0
CUST01250,Customer 1250,customer1250@email.com,9836950221,27,Male,2024-05-17,2025-09-25,26,5064.82,Electronics,Email,Pune,3.6,661,165,194.80076923076922,1,3,2,132,At Risk,1
CUST01251,Customer 1251,customer1251@email.com,9827738187,57,Male,2025-01-01,2026-02-23,3,2552.1,Sports,Organic,Kolkata,3.2,432,14,850.6999999999999,4,1,1,411,Potential Loyalists,0
CUST01252,Customer 1252,customer1252@email.com,9882398083,55,Female,2024-06-26,2025-11-19,40,6883.1,Fashion,Referral,Chennai,1.0,621,110,172.07750000000001,2,4,3,243,At Risk,1
CUST01253,Customer 1253,customer1253@email.com,9859104566,23,Male,2025-09-29,2025-09-27,41,7072.21,Home,Social Media,Mumbai,1.5,161,163,172.4929268292683,1,4,3,143,At Risk,1
CUST01254,Customer 1254,customer1254@email.com,9881249799,25,Female,2025-01-04,2026-01-23,47,3643.88,Books,Referral,Delhi,4.4,429,45,77.52936170212766,3,4,2,342,Champions,0
CUST01255,Customer 1255,customer1255@email.com,9877349752,40,Female,2024-12-22,2025-12-17,42,8823.58,Home,Social Media,Chennai,2.1,442,82,210.08523809523808,3,4,4,344,Champions,0
CUST01256,Customer 1256,customer1256@email.com,9846578001,64,Female,2024-08-27,2026-01-27,34,6475.83,Home,Organic,Bangalore,4.6,559,41,190.46558823529412,4,3,3,433,Champions,0
CUST01257,Customer 1257,customer1257@email.com,9832084778,43,Male,2024-11-17,2026-01-08,5,7159.09,Home,Referral,Bangalore,4.5,477,60,1431.818,3,1,3,313,Potential Loyalists,0
CUST01258,Customer 1258,customer1258@email.com,9844489940,63,Female,2025-10-29,2026-02-04,31,2845.67,Books,Organic,Delhi,1.6,131,33,91.7958064516129,4,3,2,432,Champions,0
CUST01259,Customer 1259,customer1259@email.com,9874672520,60,Female,2024-09-09,2026-02-06,13,106.06,Home,Social Media,Kolkata,4.6,546,31,8.15846153846154,4,1,1,411,Potential Loyalists,0
CUST01260,Customer 1260,customer1260@email.com,9849613214,29,Female,2024-05-02,2025-10-12,43,8667.22,Home,Paid Ads,Bangalore,3.5,676,148,201.56325581395348,1,4,4,144,At Risk,1
CUST01261,Customer 1261,customer1261@email.com,9855461591,43,Female,2025-01-02,2025-09-29,1,8242.0,Fashion,Paid Ads,Chennai,3.5,431,161,8242.0,1,1,4,114,Lost,1
CUST01262,Customer 1262,customer1262@email.com,9825457816,30,Female,2025-05-17,2025-10-18,22,1319.6,Fashion,Email,Mumbai,4.4,296,142,59.98181818181818,1,2,1,121,Lost,1
CUST01263,Customer 1263,customer1263@email.com,9872858374,57,Female,2025-08-29,2025-12-16,15,3803.64,Fashion,Social Media,Kolkata,2.6,192,83,253.576,3,2,2,322,Potential Loyalists,0
CUST01264,Customer 1264,customer1264@email.com,9820106509,35,Female,2025-07-14,2026-02-13,26,6647.26,Electronics,Social Media,Delhi,3.9,238,24,255.66384615384615,4,3,3,433,Champions,0
CUST01265,Customer 1265,customer1265@email.com,9828892086,42,Female,2025-11-04,2026-03-02,18,6555.9,Home,Social Media,Bangalore,3.7,125,7,364.21666666666664,4,2,3,423,Potential Loyalists,0
CUST01266,Customer 1266,customer1266@email.com,9840281491,50,Female,2024-11-17,2026-03-06,48,8617.47,Sports,Paid Ads,Kolkata,4.1,477,3,179.530625,4,4,4,444,Champions,0
CUST01267,Customer 1267,customer1267@email.com,9863339667,64,Female,2024-05-05,2025-10-08,9,1488.65,Sports,Paid Ads,Mumbai,3.6,673,152,165.40555555555557,1,1,1,111,Lost,1
CUST01268,Customer 1268,customer1268@email.com,9884801233,57,Female,2025-09-04,2026-03-01,1,4356.4,Sports,Paid Ads,Kolkata,1.3,186,8,4356.4,4,1,2,412,Potential Loyalists,0
CUST01269,Customer 1269,customer1269@email.com,9859093496,60,Female,2024-05-16,2025-10-20,43,1062.52,Books,Referral,Kolkata,2.2,662,140,24.709767441860464,1,4,1,141,At Risk,1
CUST01270,Customer 1270,customer1270@email.com,9822120246,29,Male,2025-11-19,2025-10-13,9,3956.99,Fashion,Referral,Delhi,4.8,110,147,439.66555555555556,1,1,2,112,Lost,1
CUST01271,Customer 1271,customer1271@email.com,9862958901,61,Male,2025-01-12,2026-03-02,23,249.56,Fashion,Paid Ads,Mumbai,1.9,421,7,10.850434782608696,4,2,1,421,Potential Loyalists,0
CUST01272,Customer 1272,customer1272@email.com,9811868130,53,Female,2025-09-27,2025-11-12,43,8992.9,Fashion,Organic,Mumbai,2.9,163,117,209.13720930232557,2,4,4,244,At Risk,1
CUST01273,Customer 1273,customer1273@email.com,9845495029,65,Female,2024-04-29,2025-09-28,45,5317.74,Books,Referral,Kolkata,2.4,679,162,118.172,1,4,3,143,At Risk,1
CUST01274,Customer 1274,customer1274@email.com,9882017516,21,Female,2025-02-06,2026-01-20,2,8513.04,Home,Referral,Bangalore,1.3,396,48,4256.52,3,1,4,314,Potential Loyalists,0
CUST01275,Customer 1275,customer1275@email.com,9826587799,22,Male,2025-06-07,2025-09-22,14,693.06,Electronics,Referral,Kolkata,1.7,275,168,49.50428571428571,1,2,1,121,Lost,1
CUST01276,Customer 1276,customer1276@email.com,9871040347,54,Male,2025-06-25,2025-12-22,38,2351.84,Fashion,Referral,Chennai,2.1,257,77,61.89052631578948,3,4,1,341,Champions,0
CUST01277,Customer 1277,customer1277@email.com,9859470729,25,Male,2025-07-24,2025-10-22,40,2667.86,Home,Email,Bangalore,2.9,228,138,66.6965,1,4,2,142,At Risk,1
CUST01278,Customer 1278,customer1278@email.com,9845186708,59,Female,2025-06-01,2025-12-02,18,3928.25,Sports,Referral,Delhi,4.5,281,97,218.23611111111111,2,2,2,222,Lost,1
CUST01279,Customer 1279,customer1279@email.com,9888458327,66,Female,2025-05-17,2025-09-21,16,8048.38,Electronics,Organic,Mumbai,3.1,296,169,503.02375,1,2,4,124,Lost,1
CUST01280,Customer 1280,customer1280@email.com,9861140376,45,Female,2025-12-17,2025-12-28,29,3926.92,Sports,Email,Pune,3.6,82,71,135.41103448275862,3,3,2,332,Champions,0
CUST01281,Customer 1281,customer1281@email.com,9895704631,48,Female,2025-11-15,2026-01-31,44,2126.07,Home,Referral,Bangalore,2.7,114,37,48.31977272727273,4,4,1,441,Champions,0
CUST01282,Customer 1282,customer1282@email.com,9859858348,26,Male,2024-05-06,2026-03-03,11,743.4,Home,Social Media,Delhi,4.5,672,6,67.58181818181818,4,1,1,411,Potential Loyalists,0
CUST01283,Customer 1283,customer1283@email.com,9824541967,68,Female,2024-04-25,2025-10-11,6,886.97,Sports,Email,Kolkata,3.7,683,149,147.82833333333335,1,1,1,111,Lost,1
CUST01284,Customer 1284,customer1284@email.com,9841383044,46,Male,2025-10-25,2026-02-08,3,7624.47,Electronics,Referral,Delhi,1.4,135,29,2541.4900000000002,4,1,4,414,Potential Loyalists,0
CUST01285,Customer 1285,customer1285@email.com,9873280554,31,Male,2024-10-25,2025-10-07,14,4503.55,Sports,Organic,Chennai,2.9,500,153,321.6821428571429,1,2,2,122,Lost,1
CUST01286,Customer 1286,customer1286@email.com,9813358751,57,Female,2025-10-05,2026-02-09,2,7289.19,Sports,Paid Ads,Pune,4.3,155,28,3644.595,4,1,3,413,Potential Loyalists,0
CUST01287,Customer 1287,customer1287@email.com,9893154172,58,Male,2025-09-15,2025-12-26,32,6854.64,Sports,Referral,Delhi,3.9,175,73,214.2075,3,3,3,333,Champions,0
CUST01288,Customer 1288,customer1288@email.com,9885350823,39,Male,2025-05-15,2026-01-21,31,1440.09,Electronics,Social Media,Pune,4.6,298,47,46.45451612903226,3,3,1,331,Champions,0
CUST01289,Customer 1289,customer1289@email.com,9854024257,28,Male,2025-11-04,2026-02-17,11,1514.59,Books,Organic,Pune,1.9,125,20,137.69,4,1,1,411,Potential Loyalists,0
CUST01290,Customer 1290,customer1290@email.com,9891883846,40,Male,2024-09-19,2025-12-06,22,7577.89,Electronics,Email,Bangalore,4.9,536,93,344.44954545454544,2,2,4,224,Lost,1
CUST01291,Customer 1291,customer1291@email.com,9839711402,18,Female,2025-07-10,2025-11-28,3,7240.56,Sports,Organic,Mumbai,2.1,242,101,2413.52,2,1,3,213,Lost,1
CUST01292,Customer 1292,customer1292@email.com,9896926431,63,Female,2025-10-27,2025-11-03,31,3842.5,Fashion,Referral,Bangalore,1.2,133,126,123.95161290322581,2,3,2,232,At Risk,1
CUST01293,Customer 1293,customer1293@email.com,9818484847,54,Male,2026-01-16,2025-11-23,33,866.48,Fashion,Social Media,Bangalore,3.0,52,106,26.256969696969698,2,3,1,231,At Risk,1
CUST01294,Customer 1294,customer1294@email.com,9895282470,38,Female,2025-11-24,2025-11-04,24,219.77,Home,Organic,Mumbai,1.4,105,125,9.157083333333334,2,2,1,221,Lost,1
CUST01295,Customer 1295,customer1295@email.com,9872312933,43,Male,2024-05-08,2026-02-17,1,2952.75,Books,Organic,Chennai,3.7,670,20,2952.75,4,1,2,412,Potential Loyalists,0
CUST01296,Customer 1296,customer1296@email.com,9850559278,63,Female,2025-07-07,2025-09-14,44,191.3,Home,Paid Ads,Bangalore,4.6,245,176,4.347727272727273,1,4,1,141,At Risk,1
CUST01297,Customer 1297,customer1297@email.com,9897139443,53,Female,2024-12-05,2025-12-02,15,2377.72,Home,Paid Ads,Mumbai,4.7,459,97,158.51466666666664,2,2,1,221,Lost,1
CUST01298,Customer 1298,customer1298@email.com,9864800542,40,Female,2025-03-23,2025-09-27,37,4253.06,Fashion,Referral,Mumbai,3.4,351,163,114.94756756756757,1,3,2,132,At Risk,1
CUST01299,Customer 1299,customer1299@email.com,9825659979,18,Female,2024-11-03,2026-01-26,27,1302.02,Electronics,Email,Bangalore,3.1,491,42,48.22296296296296,4,3,1,431,Champions,0
CUST01300,Customer 1300,customer1300@email.com,9828760553,68,Female,2025-08-07,2025-12-22,38,1132.35,Home,Email,Pune,5.0,214,77,29.798684210526314,3,4,1,341,Champions,0
CUST01301,Customer 1301,customer1301@email.com,9816086345,57,Male,2026-01-28,2026-01-22,48,8974.73,Home,Social Media,Mumbai,3.3,40,46,186.97354166666665,3,4,4,344,Champions,0
CUST01302,Customer 1302,customer1302@email.com,9814994527,32,Female,2024-04-03,2025-10-14,27,5896.15,Books,Referral,Pune,4.7,705,146,218.3759259259259,1,3,3,133,At Risk,1
CUST01303,Customer 1303,customer1303@email.com,9850851122,38,Male,2024-05-02,2025-10-04,44,9351.11,Fashion,Email,Kolkata,4.7,676,156,212.52522727272728,1,4,4,144,At Risk,1
CUST01304,Customer 1304,customer1304@email.com,9876118957,64,Male,2026-01-06,2026-02-06,12,3523.68,Electronics,Organic,Bangalore,2.2,62,31,293.64,4,1,2,412,Potential Loyalists,0
CUST01305,Customer 1305,customer1305@email.com,9825585427,26,Female,2025-02-21,2025-12-10,3,6803.73,Books,Referral,Pune,1.1,381,89,2267.91,3,1,3,313,Potential Loyalists,0
CUST01306,Customer 1306,customer1306@email.com,9823044889,26,Male,2024-09-30,2025-10-02,30,2126.45,Electronics,Organic,Chennai,2.8,525,158,70.88166666666666,1,3,1,131,At Risk,1
CUST01307,Customer 1307,customer1307@email.com,9841514326,27,Female,2024-06-03,2025-10-20,32,6221.57,Electronics,Social Media,Kolkata,4.4,644,140,194.4240625,1,3,3,133,At Risk,1
CUST01308,Customer 1308,customer1308@email.com,9882148284,69,Male,2026-02-02,2026-01-27,23,1382.9,Home,Referral,Chennai,4.3,35,41,60.126086956521746,4,2,1,421,Potential Loyalists,0
CUST01309,Customer 1309,customer1309@email.com,9828208520,43,Male,2024-08-22,2026-01-02,2,120.6,Books,Social Media,Pune,3.4,564,66,60.3,3,1,1,311,Potential Loyalists,0
CUST01310,Customer 1310,customer1310@email.com,9862163160,58,Female,2025-10-06,2026-01-18,7,9322.16,Home,Paid Ads,Bangalore,1.6,154,50,1331.7371428571428,3,1,4,314,Potential Loyalists,0
CUST01311,Customer 1311,customer1311@email.com,9870887034,52,Female,2024-05-28,2026-03-01,34,5593.45,Sports,Social Media,Delhi,1.4,650,8,164.51323529411764,4,3,3,433,Champions,0
CUST01312,Customer 1312,customer1312@email.com,9859796322,69,Female,2024-08-08,2026-03-03,32,9276.71,Electronics,Paid Ads,Mumbai,4.8,578,6,289.8971875,4,3,4,434,Champions,0
CUST01313,Customer 1313,customer1313@email.com,9899991136,42,Female,2024-08-26,2025-10-28,39,3404.93,Books,Referral,Kolkata,2.7,560,132,87.30589743589744,2,4,2,242,At Risk,1
CUST01314,Customer 1314,customer1314@email.com,9882503409,43,Male,2025-09-04,2026-01-12,32,3345.08,Fashion,Organic,Bangalore,3.6,186,56,104.53375,3,3,2,332,Champions,0
CUST01315,Customer 1315,customer1315@email.com,9866254240,28,Female,2025-01-30,2026-02-07,43,4066.48,Home,Organic,Mumbai,4.6,403,30,94.56930232558139,4,4,2,442,Champions,0
CUST01316,Customer 1316,customer1316@email.com,9888831486,55,Male,2025-06-30,2026-03-01,43,7089.81,Sports,Organic,Pune,4.5,252,8,164.8793023255814,4,4,3,443,Champions,0
CUST01317,Customer 1317,customer1317@email.com,9830739712,19,Male,2025-03-09,2026-02-01,14,5701.51,Sports,Social Media,Delhi,3.3,365,36,407.2507142857143,4,2,3,423,Potential Loyalists,0
CUST01318,Customer 1318,customer1318@email.com,9865684858,24,Male,2025-06-27,2026-02-15,3,9261.01,Sports,Referral,Chennai,3.0,255,22,3087.0033333333336,4,1,4,414,Potential Loyalists,0
CUST01319,Customer 1319,customer1319@email.com,9897902129,35,Male,2025-10-01,2025-12-30,46,351.86,Home,Referral,Bangalore,3.9,159,69,7.649130434782609,3,4,1,341,Champions,0
CUST01320,Customer 1320,customer1320@email.com,9823290458,44,Male,2025-05-03,2025-11-05,32,7111.14,Fashion,Paid Ads,Bangalore,2.4,310,124,222.223125,2,3,3,233,At Risk,1
CUST01321,Customer 1321,customer1321@email.com,9875679047,51,Male,2025-07-18,2026-02-13,43,3370.24,Books,Referral,Pune,3.5,234,24,78.37767441860464,4,4,2,442,Champions,0
CUST01322,Customer 1322,customer1322@email.com,9892631441,44,Female,2025-02-16,2025-10-18,36,1884.31,Electronics,Organic,Delhi,1.1,386,142,52.341944444444444,1,3,1,131,At Risk,1
CUST01323,Customer 1323,customer1323@email.com,9864776386,34,Male,2024-04-11,2025-12-23,17,5152.92,Fashion,Referral,Chennai,4.3,697,76,303.1129411764706,3,2,3,323,Potential Loyalists,0
CUST01324,Customer 1324,customer1324@email.com,9847546086,60,Male,2024-10-17,2025-11-02,48,5100.13,Home,Paid Ads,Bangalore,5.0,508,127,106.25270833333333,2,4,2,242,At Risk,1
CUST01325,Customer 1325,customer1325@email.com,9814391105,61,Male,2024-11-18,2025-10-28,3,1456.41,Books,Referral,Pune,4.8,476,132,485.47,2,1,1,211,Lost,1
CUST01326,Customer 1326,customer1326@email.com,9859731689,68,Female,2024-12-25,2026-01-18,10,2098.77,Electronics,Referral,Mumbai,2.4,439,50,209.877,3,1,1,311,Potential Loyalists,0
CUST01327,Customer 1327,customer1327@email.com,9839161443,41,Female,2025-05-27,2026-01-23,47,4140.83,Books,Organic,Pune,3.1,286,45,88.1027659574468,3,4,2,342,Champions,0
CUST01328,Customer 1328,customer1328@email.com,9869509870,42,Male,2025-07-20,2025-09-14,40,4147.23,Electronics,Referral,Delhi,1.9,232,176,103.68074999999999,1,4,2,142,At Risk,1
CUST01329,Customer 1329,customer1329@email.com,9869686067,24,Female,2025-04-26,2025-11-28,18,3243.83,Electronics,Social Media,Bangalore,2.2,317,101,180.21277777777777,2,2,2,222,Lost,1
CUST01330,Customer 1330,customer1330@email.com,9841690501,69,Male,2025-10-25,2025-10-10,3,1570.6,Sports,Paid Ads,Pune,2.8,135,150,523.5333333333333,1,1,1,111,Lost,1
CUST01331,Customer 1331,customer1331@email.com,9858678896,23,Female,2024-06-16,2025-12-19,39,143.3,Home,Paid Ads,Chennai,4.0,631,80,3.6743589743589746,3,4,1,341,Champions,0
CUST01332,Customer 1332,customer1332@email.com,9823335151,41,Male,2025-08-22,2026-01-15,10,9705.33,Fashion,Paid Ads,Kolkata,1.1,199,53,970.533,3,1,4,314,Potential Loyalists,0
CUST01333,Customer 1333,customer1333@email.com,9859302863,50,Female,2024-09-26,2025-11-18,9,9440.64,Sports,Referral,Bangalore,2.6,529,111,1048.96,2,1,4,214,Lost,1
CUST01334,Customer 1334,customer1334@email.com,9883076970,66,Female,2024-11-08,2025-11-20,46,4888.14,Sports,Social Media,Chennai,3.2,486,109,106.26391304347827,2,4,2,242,At Risk,1
CUST01335,Customer 1335,customer1335@email.com,9896547189,46,Female,2024-06-07,2025-12-29,46,9951.01,Books,Paid Ads,Delhi,1.9,640,70,216.3263043478261,3,4,4,344,Champions,0
CUST01336,Customer 1336,customer1336@email.com,9858140388,60,Male,2025-03-18,2025-09-30,11,6769.18,Electronics,Email,Chennai,1.3,356,160,615.38,1,1,3,113,Lost,1
CUST01337,Customer 1337,customer1337@email.com,9818126895,39,Male,2025-10-20,2025-10-04,33,781.69,Electronics,Organic,Chennai,3.2,140,156,23.687575757575758,1,3,1,131,At Risk,1
CUST01338,Customer 1338,customer1338@email.com,9863437398,43,Male,2025-01-11,2025-11-19,36,1265.41,Books,Email,Delhi,3.6,422,110,35.15027777777778,2,3,1,231,At Risk,1
